,Track,Artists,id,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
385,La Difícil,Bad Bunny,6NfrH0ANGmgBXyxgV2PeXt,"['latin', 'reggaeton', 'trap latino']",0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87
386,La Santa,"Bad Bunny, Daddy Yankee",69vlMrzHwATKzupwNcUPyK,"['latin', 'reggaeton', 'trap latino']",0.744,0.868,1,-4.524,1,0.047,0.0326,0,0.0822,0.586,93.037
387,Si Veo a Tu Mamá,Bad Bunny,41wtwzCZkXwpnakmwJ239F,"['latin', 'reggaeton', 'trap latino']",0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928
388,Pero Ya No,Bad Bunny,75pQqzwgCjUOSSy5CpmAjy,"['latin', 'reggaeton', 'trap latino']",0.882,0.612,4,-6.103,1,0.118,0.0475,5.07e-06,0.182,0.742,147.982
389,Está Cabrón Ser Yo,"Bad Bunny, Anuel AA",4saHEjXw7O1NXJOzBkUKKG,"['latin', 'reggaeton', 'trap latino']",0.81,0.854,10,-3.999,0,0.254,0.0732,0,0.123,0.879,154.083
390,Yo Perreo Sola,Bad Bunny,0SqqAgdovOE24BzxIClpjw,"['latin', 'reggaeton', 'trap latino']",0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014
391,Bichiyal,"Bad Bunny, Yaviah",4j4w4CXm6BSr0s25wAWrrX,"['latin', 'reggaeton', 'trap latino']",0.737,0.766,10,-4.242,0,0.0458,0.31,6.63e-06,0.114,0.662,93.956
392,Que Malo,"Bad Bunny, Ñengo Flow",53v2u51nq3CxiKUNphRzP1,"['latin', 'reggaeton', 'trap latino']",0.802,0.787,7,-6.181,0,0.0599,0.0832,0,0.153,0.446,94.026
393,Soliá,Bad Bunny,7sOfmPd18RWp3FoCzpa7Kw,"['latin', 'reggaeton', 'trap latino']",0.71,0.81,2,-5.507,1,0.0854,0.117,0.000132,0.154,0.184,92.041
394,La Zona,Bad Bunny,5kqNIqFjijuzvVLhuY9B8j,"['latin', 'reggaeton', 'trap latino']",0.762,0.801,1,-3.661,0,0.0409,0.2,7.04e-05,0.254,0.81,93.992
395,<3,Bad Bunny,4MZSqgwlE71CWZ6qQ3gkKm,"['latin', 'reggaeton', 'trap latino']",0.631,0.665,10,-7.589,0,0.229,0.602,1.7e-06,0.152,0.634,80.353
396,Hablamos Mañana,"Bad Bunny, Duki, Pablo Chill-E",1V8XneTrX6kKeoxYbk4x6h,"['latin', 'reggaeton', 'trap latino']",0.683,0.677,1,-4.496,1,0.0469,0.0869,0,0.0998,0.514,156.019
397,25/8,Bad Bunny,4NqQaovM14WR2hNPMFxgjb,"['latin', 'reggaeton', 'trap latino']",0.761,0.732,4,-5.469,0,0.0549,0.092,0,0.0716,0.542,151.982
398,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",2DEZmgHKAvm41k4J3R2E9Y,"['latin', 'reggaeton', 'trap latino']",0.607,0.829,2,-4.074,1,0.379,0.0103,0,0.107,0.685,96.172
399,A Tu Merced,Bad Bunny,4r9jkMEnArtWGH2rL2FZl0,"['latin', 'reggaeton', 'trap latino']",0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023
400,Puesto Pa' Guerrial,"Bad Bunny, Myke Towers",5gCg2qMPzKkW4jS4dBKdDs,"['latin', 'reggaeton', 'trap latino']",0.867,0.686,4,-5.342,1,0.221,0.311,0,0.1,0.658,139.968
401,Una Vez,"Bad Bunny, Mora",5J7teKIJGtqVypgYI6sqXj,"['latin', 'reggaeton', 'trap latino']",0.55,0.598,11,-5.402,0,0.0831,0.132,2.58e-06,0.0955,0.543,83.836
402,P FKN R,"Bad Bunny, Kendo Kaponi, Arcangel",0fgsKar6uBO08vzHXkTjWi,"['latin', 'reggaeton', 'trap latino']",0.82,0.635,5,-5.749,0,0.0772,0.409,0,0.244,0.528,101.024
403,René,Residente,6gm12xlADJwiBbHIKBXzGW,['venezuelan hip hop'],0.486,0.388,0,-9.326,1,0.126,0.435,0,0.196,0.467,90.471
404,Jangueo,"Alex Rose, Rafa Pabön",1bRpSCFv6P2OUhciByeRYR,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",0.861,0.678,8,-4.157,0,0.0536,0.253,2.42e-05,0.106,0.723,103.994
405,Atrévete,Yago Roche,07Lxxln9lZ8m0hT6EySTCe,[],0.871,0.654,11,-6.593,0,0.15,0.27,0,0.105,0.805,95.945
406,Mil Tequilas,Chema Rivas,3VvyD7SxO6SO3IuCODFAfW,['trap latino'],0.673,0.772,1,-3.937,1,0.127,0.224,0,0.0957,0.287,100.213
407,Genius,Hugo Cobo,4jA6LE4GVoNfxqlLccIR9l,"['latin talent show', 'latin viral pop']",0.632,0.602,2,-7.511,1,0.0843,0.291,0,0.151,0.55,159.016
408,"Genius (feat. Sia, Diplo, and Labrinth)","Sia, LSD",4xigPf2sigSPmuFH3qCelB,"['australian dance', 'australian pop', 'pop']",0.603,0.615,11,-4.931,0,0.165,0.0799,6.72e-05,0.117,0.561,158.657
409,"DANI: Bzrp Music Sessions, Vol. 24","Bizarrap, DANI",6TNuRFdNazLbbVQTRE8pZg,"['argentine hip hop', 'pop venezolano', 'trap argentino']",0.913,0.689,11,-7.74,1,0.349,0.287,0,0.104,0.851,129.889
410,Roses - Imanbek Remix,SAINt JHN,0zLCBJZSiELJf02ucPP9wb,"['melodic rap', 'rap', 'slap house']",0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955
411,Fantasias - Remix,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",0A37XY67wSdGqkGjtfW6aV,"['puerto rican pop', 'trap latino']",0.816,0.72,1,-4.454,1,0.0684,0.206,0,0.277,0.78,94.004
412,London,"Juancho Marqués, Natos y Waor, InnerCut",0w9nGGC4dZnymAuoZBm6AI,"['rap espanol', 'spanish hip hop', 'urbano espanol']",0.486,0.618,1,-10.593,0,0.379,0.265,5.72e-06,0.0984,0.105,91.732
413,Perfume,"Dalex, Justin Quiles, Sech",19VunfeIrl0bx984mJ810c,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",0.844,0.866,0,-3.029,1,0.107,0.251,4.88e-05,0.0852,0.818,91.998
414,No Termino,Morat,3YjguG5v9vS5o8Cnciy76z,"['colombian pop', 'latin', 'latin pop']",0.702,0.749,11,-3.743,1,0.0328,0.0443,0,0.0839,0.817,137.98
415,Oxitocina,"Chica Sobresalto, Maialen",0KLQQqzwi5SULJDj8ugCap,[],0.457,0.804,11,-4.323,0,0.0709,0.0102,3.29e-05,0.129,0.375,196.035
416,H.I.E.L.O.,"Duki, Obie Wanshot",6itjKRbqPMmx9fo4PDlLhm,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']",0.794,0.567,5,-7.626,1,0.0634,0.286,0,0.19,0.482,120.112
417,Salté,Anne Lukin,3DuTIsyRuImY8EJDeeuMSq,"['latin talent show', 'latin viral pop']",0.453,0.132,0,-10.303,1,0.0332,0.957,0,0.133,0.263,136.518
418,I Love Me,Demi Lovato,2IHLaN6wwYKQ3S24NsQqpA,"['dance pop', 'pop', 'post-teen pop']",0.664,0.561,6,-7.031,1,0.0495,0.00261,0,0.0764,0.713,150.093
419,Cuando Quieras,Rels B,1QBmYURvVM6Ai7y7yo9Dvx,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol']",0.627,0.511,10,-9.281,0,0.49,0.245,0,0.0875,0.596,96.994
420,Como vas?,Kidd Keo,3J07YIMTnaBv4p6QerX7hT,"['trap latino', 'trap triste', 'urbano espanol']",0.886,0.57,10,-7.841,1,0.175,0.0918,0,0.214,0.805,144.017
421,La Puerta Violeta,Rozalén,42ZASSKlh3UtYCgwZb8lBS,['spanish pop'],0.809,0.712,6,-7.37,0,0.049,0.526,0,0.0958,0.895,127.962
422,El Techo de Mi Habitación,Kaze,04wvWMRKKxK9TGG4IPk32d,"['rap espanol', 'rap underground espanol', 'spanish hip hop', 'urbano espanol']",0.801,0.458,9,-8.806,0,0.0468,0.249,0,0.311,0.674,124.989
423,Los Porros No,El Jincho,0dj7F7AHOFWrdlCOGxL44G,"['rap espanol', 'urbano espanol']",0.867,0.613,11,-12.124,0,0.54,0.139,0.00011,0.0415,0.615,110.984
424,Gentleman,Cepeda,7r3CxpC9HuuFQUNXm8YWlY,"['latin pop', 'latin talent show', 'latin viral pop', 'spanish pop']",0.606,0.921,7,-3.722,0,0.0327,0.00437,0,0.0718,0.77,108.01
425,a otro lado,Natalia Lacunza,2oVYnyDY1NA9SmJrxXhyWd,"['eurovision', 'latin talent show', 'latin viral pop']",0.741,0.3,7,-10.506,0,0.397,0.463,0,0.135,0.427,119.711
426,4K,"El Alfa, Darell, Noriel",4xI3U4sDj1TPmO9Iz5TkYp,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']",0.925,0.9,3,-4.361,0,0.144,0.357,0.00595,0.124,0.804,120.031
427,dile,Natalia Lacunza,450ZuJBwt9AiKIGzg8g1CH,"['eurovision', 'latin talent show', 'latin viral pop']",0.608,0.335,6,-14.58,0,0.356,0.591,0.000499,0.138,0.509,79.32
428,Ojitos,"Bryant Myers, Rauw Alejandro, Lyanno",6mRO59X63upZzN5RVw5wNz,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",0.713,0.651,5,-6.032,0,0.121,0.105,1.34e-05,0.0893,0.549,177.972
429,ya te vas,Natalia Lacunza,35Sc4rTNlRNSNfI8BPMnTl,"['eurovision', 'latin talent show', 'latin viral pop']",0.59,0.306,0,-13.333,1,0.0388,0.719,0.169,0.26,0.106,140.071
430,boys,Natalia Lacunza,6sJ4N3LmjGWCTzyYGAxdRz,"['eurovision', 'latin talent show', 'latin viral pop']",0.793,0.611,0,-7.614,1,0.128,0.284,0,0.146,0.514,80.001
431,llueve,"Natalia Lacunza, mori",5NliUthcviXaUsZ2YELGq1,"['eurovision', 'latin talent show', 'latin viral pop']",0.46,0.413,0,-10.717,1,0.186,0.776,1.8e-06,0.116,0.128,84.999
432,Sunday Best,Surfaces,1Cv1YLb4q0RzL6pybtaMLo,"['bedroom soul', 'pop']",0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022
433,death bed (coffee for your head),"Powfu, beabadoobee",7eJMfftS33KTjuF7lTsMCx,"['emo rap', 'sad rap']",0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026
434,Resistiré,Duo Dinamico,2oI6d7XcMz1AMTQhDopV5J,"['cancion melodica', 'cantautor', 'pop romantico', 'spanish pop']",0.75,0.742,5,-10.184,0,0.027,0.187,0,0.0712,0.653,95.872
435,Physical (feat. Hwa Sa),Dua Lipa,23jEeXRyrjFbfs2Q8tBwdI,"['dance pop', 'pop', 'uk pop']",0.661,0.873,0,-3.333,1,0.0482,0.0288,0.00164,0.136,0.687,146.943
436,"Don Patricio: Bzrp Music Sessions, Vol. 25","Bizarrap, Don Patricio",3B30FE1ywQwRa5vcg2W1Zg,"['argentine hip hop', 'pop venezolano', 'trap argentino']",0.726,0.587,9,-5.954,0,0.297,0.448,1.56e-06,0.0758,0.786,125.528
437,Perfume,"Dalex, Sech, Justin Quiles",19VunfeIrl0bx984mJ810c,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",0.844,0.866,0,-3.029,1,0.107,0.251,4.88e-05,0.0852,0.818,91.998
438,Amarillo,J Balvin,3wewXEot8Gv37O7GL7wzbc,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.876,0.85,1,-5.75,0,0.163,0.0118,0.0067,0.111,0.962,122.666
439,Azul,J Balvin,60BMsBbfqhN1l7Vys7Q6s9,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.842,0.828,6,-2.495,0,0.0696,0.101,0.00179,0.0579,0.653,94.015
440,Gris,J Balvin,1syf62zw48zu4FrPwMtDHk,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.849,0.709,6,-4.717,0,0.0794,0.229,0,0.329,0.916,93.06
441,Rosa,J Balvin,464uJVLmr0fDJGXOnciaDe,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.651,0.561,9,-5.715,0,0.25,0.25,0.000109,0.435,0.369,175.992
442,Negro,J Balvin,70KYUNwlCJGgaQMrKSkPws,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.791,0.907,0,-2.223,1,0.0884,0.0132,0.211,0.245,0.828,164.107
443,Verde,"J Balvin, Sky Rompiendo",3HTbI3yUJQw3fP0Po8qLcD,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.828,0.738,8,-4.295,0,0.0516,0.0381,0.473,0.0917,0.818,94.995
444,Arcoíris,"J Balvin, Mr Eazi",5zzbORcD0GwLY0wQHP1Xs1,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.731,0.787,4,-5.26,0,0.0721,0.0853,0,0.316,0.393,92.971
445,Rueda - Remix,"Chimbala, Juan Magán, Omar Montes, PV Aparataje",3EWxpqOSP0KWgUmRiklqGy,"['dembow', 'dominican pop', 'rap dominicano', 'trap latino']",0.864,0.925,9,-1.879,1,0.0734,0.256,8.8e-06,0.0648,0.961,130.059
446,In Your Eyes,The Weeknd,7szuecWAPwGoV1e5vGu8tl,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021
447,Alone Again,The Weeknd,6b5P51m8xx2XA6U7sdNZ5E,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.218,0.652,4,-7.953,0,0.0641,0.033,0.111,0.172,0.0599,65.375
448,Scared To Live,The Weeknd,4BGZF4oLbTL0pWm7C18pbv,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.504,0.498,0,-8.24,1,0.0499,0.131,0,0.0929,0.196,87.221
449,Matemáticas,Dalex,3rBfD2swVRrL2yoqnTh2Fx,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",0.602,0.728,6,-2.869,1,0.237,0.057,0.00111,0.0797,0.513,167.872
450,Too Late,The Weeknd,2K9Ovn1o2bTGqbsABGC6m3,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.638,0.863,4,-5.221,0,0.132,0.052,5.46e-05,0.685,0.226,120.077
451,Hardest To Love,The Weeknd,6kWxIqQDsKFYCJGbU4AjCX,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.467,0.608,10,-7.847,1,0.0707,0.0909,8.83e-05,0.125,0.108,80.957
452,Heartless,The Weeknd,6bnF93Rx87YqUBLSgjiMU8,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062
453,Snowchild,The Weeknd,3WlbeuhfRSqU7ylK2Ui5U7,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.55,0.611,0,-7.475,1,0.137,0.162,6.88e-05,0.121,0.243,148.062
454,Guantanamera,Guitarricadelafuente,5QAya5bSSiKlh1h4qeeq38,['spanish pop'],0.512,0.263,9,-10.421,1,0.0855,0.875,0,0.11,0.359,98.6
455,Dolerme,ROSALÍA,2reL9PAUza4PUtbjqW1fRf,['r&b en espanol'],0.545,0.478,8,-7.035,0,0.0559,0.785,0.00278,0.123,0.318,173.746
456,Supalonely,"BENEE, Gus Dapperton",4nK5YrxbMGZstTLbvj6Gxw,"['alt z', 'nz pop', 'pop']",0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977
457,Break My Heart,Dua Lipa,00eSHbORxUKMmJIt2uRwVH,"['dance pop', 'pop', 'uk pop']",0.772,0.637,4,-7.846,0,0.0494,0.022,0.0353,0.0898,0.409,113.022
458,Azul y Oro (Freestyle),"Trueno, Taiu, TATOOL",66N8wrzpsNbOUQxHMzOUfv,"['argentine hip hop', 'trap argentino', 'trap latino']",0.736,0.789,7,-3.588,1,0.0598,0.264,0,0.225,0.746,110.033
459,4 besos,"Lola Indigo, Rauw Alejandro, Lalo Ebratt",49QwoSLuV69Fd8bwTqdZvs,['spanish pop'],0.865,0.658,1,-3.035,0,0.08,0.216,4.72e-06,0.0325,0.713,90.015
460,La Cama - Remix,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",2tGENA8xef0wABdHvyXwv9,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",0.737,0.832,2,-2.622,0,0.0798,0.12,0,0.255,0.865,173.986
461,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez",50ZC4PM7hywH27RcCfViau,"['puerto rican pop', 'trap latino']",0.824,0.631,0,-2.791,1,0.0809,0.237,0.000116,0.0531,0.678,171.965
462,Levitating,Dua Lipa,0qyjTUOsb03kbrNDeTr5NU,"['dance pop', 'pop', 'uk pop']",0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977
463,Hallucinate,Dua Lipa,1nYeVF5vIBxMxfPoL0SIWg,"['dance pop', 'pop', 'uk pop']",0.627,0.69,10,-5.396,0,0.139,0.033,0,0.0742,0.627,122.053
464,Future Nostalgia,Dua Lipa,3iYNJX4FTRGlfMQySjlGNr,"['dance pop', 'pop', 'uk pop']",0.875,0.813,7,-4.502,1,0.0579,0.00618,0,0.321,0.859,114.993
465,Cool,Dua Lipa,4Ulqu89XempybuL8ApUeqL,"['dance pop', 'pop', 'uk pop']",0.469,0.785,5,-4.015,0,0.0664,0.133,1.55e-06,0.0931,0.79,89.719
466,Love Again,Dua Lipa,5CSKbHjpqborGnlzagyaDo,"['dance pop', 'pop', 'uk pop']",0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982
467,Pretty Please,Dua Lipa,6DXZiYUbrYgrVIhfX3U9Z2,"['dance pop', 'pop', 'uk pop']",0.906,0.474,1,-6.124,1,0.194,0.0311,5.52e-06,0.286,0.656,106.976
468,Bobo,Morad,43s9otgVjEYF8Gq95rBffG,"['drill espanol', 'urbano espanol']",0.746,0.865,3,-3.672,0,0.0507,0.032,9.67e-05,0.105,0.512,126.966
469,Boys Will Be Boys,Dua Lipa,4szI7zRh7kLApCSqiB6R7b,"['dance pop', 'pop', 'uk pop']",0.768,0.486,3,-5.954,1,0.0353,0.408,0,0.098,0.519,125.021
470,Good In Bed,Dua Lipa,3pyodt4pb554dMz8fCv7oi,"['dance pop', 'pop', 'uk pop']",0.68,0.701,5,-5.001,1,0.0917,0.138,0.000191,0.168,0.649,94.06
471,BELIEVE IT,"PARTYNEXTDOOR, Rihanna",4HDCLYli2SUdkq9OjmvhSD,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",0.43,0.7,6,-5.35,1,0.264,0.0902,0,0.216,0.731,158.373
472,Favorito,Camilo,0Snbzbd74RLfL0i4nn1vU5,"['colombian pop', 'reggaeton colombiano']",0.611,0.851,9,-2.982,1,0.0598,0.229,0,0.232,0.823,178.032
473,Like It Is,"Kygo, Zara Larsson, Tyga",3frUvGrmGcay91lvFbOgsN,"['edm', 'pop', 'pop dance', 'tropical house']",0.794,0.728,1,-6.759,1,0.114,0.121,8.82e-06,0.227,0.36,105.024
474,Caminando por la vida,Melendi,3v1dCP3hk2djfWryqfp7sx,"['spanish pop', 'spanish pop rock']",0.695,0.958,5,-3.778,1,0.0827,0.0148,7.16e-06,0.154,0.711,108.054
475,Blueberry Faygo,Lil Mosey,6wJYhPfqk3KGhHRG76WzOh,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034
476,Astronomia,"Vicetone, Tony Igy",3hWfKBt3n7j1xqIy6LA5ve,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']",0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093
477,Boss Bitch,Doja Cat,78qd8dvwea0Gosb6Fe6j3k,"['dance pop', 'pop', 'pop rap']",0.707,0.955,10,-4.593,0,0.222,0.127,0,0.202,0.575,125.989
478,Follow,"KAROL G, Anuel AA",2w1rq80FIrbxeJy9WYURxw,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0.735,0.787,7,-4.375,0,0.16,0.667,6.15e-06,0.0721,0.455,168.997
479,Relación,Sech,3ZG8N7aWw2meb6UrI5ZmnZ,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",0.805,0.562,7,-3.117,0,0.105,0.125,4.96e-06,0.148,0.767,172.094
480,Barrer a Casa,"Sofia Ellar, Alvaro Soler",6H2P5S8Aa3an5LNuhd1DqI,"['latin viral pop', 'spanish pop']",0.454,0.404,0,-6.962,0,0.141,0.833,0,0.0843,0.448,172.614
481,No Se Perdona,"Rels B, Nathy Peluso",7B5H39EGyskcG7OloPZi3I,"['r&b en espanol', 'spanish hip hop', 'trap latino', 'urbano espanol']",0.845,0.628,1,-4.15,0,0.195,0.457,0,0.0656,0.558,98.025
482,Pero a tu lado,Los Secretos,3JOXwHPhtdRU3kYKcf64Gj,"['cantautor', 'latin arena pop', 'spanish new wave', 'spanish pop', 'spanish pop rock']",0.482,0.857,6,-4.841,1,0.105,0.367,6.5e-05,0.0756,0.87,79.105
483,3 de Abril,Anuel AA,1c2oYPFni5vth1v9M7fYZb,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.511,0.596,1,-6.558,0,0.405,0.765,2.89e-06,0.0879,0.481,171.858
484,Si Tú La Quieres,"David Bisbal, Aitana",35qwAQ3oZeKAMhR3hCV9IM,"['latin', 'latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']",0.748,0.778,0,-4.582,0,0.0685,0.147,1.57e-06,0.093,0.607,100.053
485,Mi Pequeño Chernóbil,Leiva,4uctPC0cRfw3vOmK2YF4xR,"['latin arena pop', 'spanish pop', 'spanish rock']",0.509,0.669,7,-7.763,1,0.0423,0.00538,0.00494,0.107,0.305,131.846
486,Desde las Alturas,Guitarricadelafuente,44ojSkwMRjy7GRAOdKkNKz,['spanish pop'],0.559,0.219,2,-10.447,0,0.0344,0.833,6.16e-06,0.0981,0.221,99.195
487,Nunca Te Olvidé,Morat,17L298LW5beLnrE7jCrAh6,"['colombian pop', 'latin', 'latin pop']",0.564,0.832,6,-4.46,1,0.0481,0.0521,0,0.069,0.826,93.783
488,Toosie Slide,Drake,127QTOFJsJQp5LbJbu3A1y,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618
489,Resistiré,"Resistiré 2020, Alex Ubago, Carlos Baute, Despistaos, Diana Navarro, Efecto Pasillo, Georgina, Mikel Erentxun, Nil Moliner, Rosana, Rulo y la contrabanda, Alvaro Soler, Conchita, David Bisbal, David Otero, David Summers, Dvicio, Efecto Mariposa, ELE, India Martinez, Jose Merce, Josemi Carmona, Pedro Guerra, Pitingo, Rozalén, Sofia Ellar, Andrés Suárez, Pastora Soler, Vanesa Martín, Blas Cantó, Melendi, Manuel Carrasco",5Z3eEWd02O1RekV96ohDPx,"['musical advocacy', 'spanish pop']",0.704,0.764,4,-6.508,0,0.026,0.167,0,0.235,0.709,100.018
490,Sigo,"ARON, Moonkey, MYGAL",0etsGe9x9YXcs6OrNOYcYo,"['rap espanol', 'trap triste']",0.722,0.596,5,-8.289,0,0.156,0.129,0,0.113,0.291,78.515
491,La Calle,"Alex Sensation, Myke Towers, Jhay Cortez, Arcangel, De La Ghetto, Darell",4yL2Z0APTcHIE9RJWVfTUt,"['reggaeton', 'trap latino']",0.77,0.813,7,-3.424,1,0.139,0.297,1.82e-06,0.158,0.717,98.024
492,Dueña De Ti,Recycled J,4zt7c0tpVPmg1jDEI0iqPu,"['rap espanol', 'urbano espanol']",0.622,0.425,1,-8.663,1,0.348,0.453,0,0.101,0.218,187.819
493,Dime Cuánto,"Hard GZ, Lupita's Friends, Delaossa",3n3TDn3kaH4Avp8NG7LVtq,"['rap espanol', 'rap underground espanol', 'spanish hip hop']",0.652,0.632,2,-9.988,0,0.46,0.683,0,0.122,0.437,88.453
494,Un canto a la vida,Vanesa Martín,0KtBbO1aL5QEbPT6NpIgZ7,"['latin arena pop', 'pop flamenco', 'spanish pop', 'spanish pop rock']",0.47,0.689,0,-3.484,0,0.0296,0.227,0,0.138,0.291,155.904
495,Yo Sabía,Rauw Alejandro,4MejJplHSsSoURz1oTMQ3s,"['puerto rican pop', 'trap latino']",0.676,0.763,10,-2.613,1,0.111,0.577,0,0.0952,0.482,159.997
496,Al Alba - Remasterizado,Luis Eduardo Aute,0OXMtHq7Nnu3D5slUJHNn0,"['cantautor', 'nueva cancion', 'spanish pop', 'trova']",0.663,0.308,9,-10.873,0,0.0382,0.351,0.000284,0.0822,0.323,112.114
497,Vivir (with Estopa),Rozalén,0n2lJjskWdFCvLI3ExAGha,['spanish pop'],0.715,0.906,8,-5.478,1,0.28,0.353,0,0.112,0.777,101.088
498,Cuando Éramos Dos,"Sinsinati, Álvaro De Luna",1sPw28uimhBPPvxpwmfljV,['spanish pop'],0.56,0.589,6,-5.612,0,0.0419,0.135,0,0.109,0.712,100.04
499,Dime Bbsita,"Robledo, Alex Martini",5mBWQ675Eb4j4fn6iuNnOe,['urbano espanol'],0.813,0.544,5,-8.884,1,0.0577,0.0766,0,0.371,0.707,95.019
500,Tu Eres Un Bom Bom - Remix,"Kafu Banton, Bad Gyal",1Z9HnKFO3f332B9Ngp0Iyx,"['panamanian pop', 'reggae en espanol']",0.882,0.706,1,-5.015,1,0.177,0.00984,0.000123,0.346,0.521,97.013
501,Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos",4Pu0a2TuHOYtI4CCE3HEXI,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",0.747,0.693,1,-2.97,0,0.298,0.102,2.61e-06,0.0872,0.736,175.994
502,Los Huesos,"Dani Martín, Juanes",6HboVMO4VF8gQUtR6ZQttz,"['latin pop', 'spanish pop', 'spanish pop rock']",0.777,0.804,11,-4.807,0,0.228,0.0724,0,0.0637,0.866,165.912
503,Calma,Flavio,3GgwZPr3pKogbWn6xOXcLm,"['latin talent show', 'latin viral pop']",0.732,0.764,2,-4.146,1,0.186,0.186,0,0.131,0.668,91.979
504,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",14wf185UxfNbSy8dwt4r4q,"['dance pop', 'pop', 'pop rap']",0.894,0.635,2,-6.929,1,0.0473,0.193,0.00105,0.0823,0.428,105.013
505,Dolores - Remix,"Choclock, Cazzu, Rels B",2NUUKFF6RNPCMCy5pSIR04,"['mexican hip hop', 'r&b en espanol', 'urbano espanol']",0.791,0.445,7,-5.638,1,0.332,0.0342,0.0021,0.0711,0.231,170.045
506,Madrid X Marbella,"Juan Magán, Belinda",3DiE3kg9WyLw0s8Sa7aTPE,"['dance pop', 'electro latino', 'latin', 'latin pop', 'reggaeton']",0.702,0.729,7,-3.954,0,0.0762,0.137,0,0.0603,0.561,180.054
507,Prisión Esperanza,Manuel Carrasco,4bZWu2VnWVT25Dr12kOotf,"['carnaval cadiz', 'latin pop', 'pop flamenco', 'spanish pop']",0.359,0.368,11,-9.731,0,0.0665,0.707,2.63e-05,0.0906,0.461,75.161
508,Level of Concern,Twenty One Pilots,6xZ4Q2k2ompmDppyeESIY8,"['modern rock', 'rock']",0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012
