,Track,Artists,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
789,Rain II,"Trueno, Taiu, XOVOX, TATOOL",16tcwFXBCSmSxLj5vnlsU9,0.786,0.63,6,-5.992,0,0.105,0.353,1.44e-05,0.206,0.64,138.035
790,Atrevido,"Trueno, Taiu, ONIRIA, TATOOL",6tMqYyCVU2aKgUahMvJz2S,0.864,0.64,8,-5.489,1,0.106,0.236,0,0.374,0.858,135.021
791,Ñeri,"Trueno, Taiu, TATOOL",6Cgj3VVfcYJN9vZbMVcKRd,0.573,0.794,9,-4.469,1,0.244,0.591,6.97e-06,0.377,0.764,187.727
792,cardigan,Taylor Swift,4R2kfaDFhslZEMJqAFNpdd,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033
793,G.P.S. - con Aleman,"Trueno, Taiu, TATOOL",03e3pnRddWmYOVQlzs3Qnb,0.665,0.809,1,-4.782,1,0.144,0.224,0,0.14,0.6,96.907
794,Cucumelo,"Trueno, Taiu, TATOOL",5TomkIGGAC7JHVbqvPPUR5,0.866,0.714,1,-6.469,0,0.0651,0.093,0,0.0918,0.195,125.016
795,Background,"Trueno, Taiu, TATOOL",2Kv37yc67cNNAujkActU6t,0.703,0.857,8,-4.207,0,0.166,0.417,0,0.107,0.74,93.947
796,exile (feat. Bon Iver),Taylor Swift,4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602
797,the 1,Taylor Swift,0Jlcvv8IykzHaSmj49uNW8,0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.883
798,Gistro Amarillo,"Ozuna, Wisin",4Vpwf76uBHswSRhhpg0llh,0.798,0.846,7,-3.761,0,0.178,0.214,0,0.0906,0.76,92.064
799,Listo Va,"Ana Guerra, Lérica",7qVck1xD8cpaxfYAyOAA1w,0.724,0.727,8,-6.197,1,0.0494,0.0133,0.00581,0.333,0.85,93.998
800,the last great american dynasty,Taylor Swift,2Eeur20xVqfUoM3Q7EFPFt,0.686,0.662,7,-8.505,1,0.0413,0.467,0.0023,0.109,0.706,147.922
801,Si Tú Existieras,Cepeda,2SX0lGNEpoQ64AHyPdUWbg,0.291,0.549,9,-6.636,1,0.0338,0.262,0,0.102,0.182,71.258
802,my tears ricochet,Taylor Swift,1MgV7FIyNxIG7WzMRJV5HC,0.456,0.263,0,-10.63,1,0.0332,0.806,0,0.0749,0.111,129.86
803,mirrorball,Taylor Swift,0ZNU020wNYvgW84iljPkPP,0.553,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.107
804,august,Taylor Swift,3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937
805,A Güiro,Rafa Pabön,4hgIsfE3u7duCJFYXm6kZe,0.958,0.581,4,-5.424,0,0.134,0.185,0.0707,0.0282,0.902,120.026
806,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,0dZpw3h6KZhcHec61qwevZ,0.824,0.854,8,-5.312,1,0.177,0.016,4.95e-05,0.117,0.896,95.114
807,Mami,"Ptazeta, Juacko",55C0glNSvxJDCfgHwiCZb1,0.616,0.649,7,-6.555,0,0.464,0.598,1.9e-06,0.0788,0.656,189.862
808,Más De Lo Que Aposté,"Aitana, Morat",00QBHaaP4KUcjlmxWriMbC,0.621,0.918,1,-3.01,0,0.0552,0.0754,0,0.13,0.834,151.988
809,Hawái,Maluma,4uoR6qeWeuL4Qeu2qJzkuG,0.787,0.728,6,-3.455,0,0.389,0.189,2.29e-05,0.0629,0.545,180.066
810,Aprendiendo El Sexo,Bad Gyal,4ZjtBYFciJkcj3K741Ij1d,0.794,0.807,4,-4.236,0,0.0825,0.113,0,0.418,0.354,98.041
811,Dime Bbsita Remix,"Robledo, Ovy On The Drums, Lalo Ebratt, Omar Montes, Alex Martini",7pW8587r5IVPB4SgxNaPgI,0.8,0.73,0,-2.051,1,0.0917,0.122,0,0.548,0.774,94.932
812,my future,Billie Eilish,5D2e2L1ysFXIIF7CovDZBl,0.438,0.306,8,-11.156,1,0.0758,0.804,0.133,0.313,0.0757,103.719
813,Cambio de Temperatura,"Don Patricio, Aissa, Lucas Otero",36RSTxIzBjAj8l47ZLIhMw,0.82,0.604,8,-4.64,1,0.137,0.446,0.000125,0.0984,0.886,162.776
814,DE AQUI PA YA,"The Plug, Lacrim, Morad, SRNO",1CZMFyxYnAnIHD3nwLP95E,0.692,0.699,1,-7.903,0,0.394,0.308,0,0.142,0.755,175.755
815,Dembow 2020,"Yandel, Rauw Alejandro",0j1VxrPkMyFGvz0jZzxUoZ,0.786,0.811,8,-4.31,1,0.0836,0.122,3.99e-06,0.161,0.731,92.953
816,La Tóxica,Farruko,15OjBeqNX3bShsGYQbteRv,0.659,0.701,9,-4.107,1,0.164,0.0882,0,0.0866,0.623,91.97
817,Por Mi Reggae Muero 2020,"Yandel, Anuel AA",09yuQ2v1mHGWZVrpQB1Oj4,0.603,0.815,0,-3.572,1,0.0904,0.0361,0,0.133,0.79,105.254
818,Envidiosos,"Maka, Bandaga",56HoyK9U06YClpkvOqfWpM,0.719,0.699,4,-5.242,0,0.0922,0.13,5.25e-05,0.118,0.507,149.914
819,Diablo en Mujer,"Yandel, Myke Towers, Natti Natasha, Darell",5VImGHyEZhJz7hf0YTTi4t,0.829,0.877,8,-2.253,0,0.0885,0.0185,8.98e-05,0.0645,0.543,97.042
820,No Te Vayas,"Yandel, J Balvin",3nowY0ZuWMuAmmAu1plEBP,0.717,0.799,2,-3.737,1,0.0525,0.211,3.42e-06,0.259,0.619,169.961
821,Kings & Queens,Ava Max,7a53HqqArd4b9NF4XAmlbI,0.637,0.69,1,-4.057,0,0.0405,0.00786,0,0.124,0.457,129.857
822,Flexin',"Lit Killah, Bizarrap",0hwEhPxCBLKiqeBMZavGAv,0.84,0.488,10,-6.156,1,0.0684,0.191,0,0.103,0.85,97.984
823,"Cazzu: Bzrp Music Sessions, Vol. 32","Bizarrap, Cazzu",1MZqHpFyB4j5tFCFNvURou,0.89,0.466,7,-9.092,0,0.0773,0.389,0.0899,0.0819,0.593,131.04
824,Alcatraz,"Natos y Waor, Pablo Gareta",0iLM2UXFnpMNh1I4mdiRmN,0.561,0.822,6,-7.675,1,0.568,0.339,0,0.12,0.107,176.093
825,Pa' La Cultura,"David Guetta, HUMAN(X), Sofía Reyes, Abraham Mateo, De La Ghetto, Manuel Turizo, Zion & Lennox, Lalo Ebratt, Thalia, Maejor",3MR5Lnhd6uCIgLXSK7nmyX,0.755,0.854,9,-4.288,0,0.0517,0.0249,1.58e-05,0.389,0.588,105.038
826,Cosas interesantes para decir - En directo en el estudio,Amaia,5Ob5ta0SyiQJ1SyHrlTUe3,0.443,0.517,0,-11.151,1,0.0613,0.0519,4.87e-06,0.152,0.769,166.926
827,Mi Estilo de Vida II,"Ñejo, Miky Woodz, Myke Towers, Ñengo Flow, Rauw Alejandro, Kenai, Arcangel",4jpzkaXeIglP7BfyhmtNW9,0.688,0.821,7,-4.638,0,0.129,0.226,0,0.376,0.694,152.065
828,WAP (feat. Megan Thee Stallion),Cardi B,4Oun2ylbjFKMPTiaSbbCih,0.935,0.454,1,-7.509,1,0.375,0.0194,0,0.0824,0.357,133.073
829,América,Eva B,3hscXgSy2GjdDogMffuQnu,0.837,0.687,10,-7.33,0,0.141,0.287,0.000565,0.0623,0.676,99.963
830,Jeans,Justin Quiles,3GtnId3Cm1Xa6joCj08nzW,0.807,0.656,3,-4.395,0,0.105,0.0165,0,0.0693,0.89,83.943
831,Te Acuerdas Que,"Juancho Marqués, Daniela Garsal, InnerCut",05k3khLNk1GU3B6ebjNvPP,0.599,0.503,10,-6.648,1,0.231,0.0592,1.72e-06,0.615,0.3,87.248
832,Midnight Sky,Miley Cyrus,27ycaQnQAxaPiyeg3nr2aB,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110.0
833,A Un Paso De La Luna,"Ana Mena, Rocco Hunt",7ql2RUmAmj36tkMUNWo7MT,0.744,0.771,10,-5.403,1,0.0531,0.394,0,0.292,0.954,121.968
834,Laugh Now Cry Later (feat. Lil Durk),Drake,2SAqBLGA283SUiwJ3xOUVI,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976
835,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],Dua Lipa,0pk1hxhJLBSZZ5RKBhcwOa,0.808,0.655,11,-7.34,0,0.139,0.0373,0,0.208,0.56,116.029
836,Mi Cuarto,Jerry Di,6fmQjRuo7XvRFCK2qex5hQ,0.854,0.525,1,-4.426,1,0.214,0.819,0,0.146,0.63,97.054
837,Caramelo - Remix,"Ozuna, KAROL G, Myke Towers",2uu2aGqA2UblCg581Q7l1g,0.754,0.796,3,-3.743,0,0.139,0.062,8.6e-05,0.204,0.62,168.045
838,Nada,"Cali Y El Dandee, Danna Paola",4K8cyoCDovlc4FvtUr2Hfx,0.684,0.808,0,-2.737,1,0.061,0.0518,1.02e-05,0.0858,0.712,173.905
839,34 Amor y Mafia,"JC Reyes, Camin",6Vi8rWobVwobca5fR5WHVG,0.844,0.771,9,-4.026,1,0.043,0.331,0,0.0893,0.829,94.029
840,Ayer Me Llamó Mi Ex (feat. Lenny Santos),KHEA,6C6mUonH6MNdSg5pw7kOc9,0.752,0.716,10,-5.2,0,0.0325,0.254,0,0.243,0.553,117.007
841,Dynamite,BTS,4saklk6nie3yiGePpBwUoc,0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044
842,Madrid (feat. Myke Towers),Maluma,19OXtYzrJyCrQvTbfukt4H,0.764,0.741,9,-3.617,1,0.101,0.239,0,0.107,0.802,170.081
843,Parce (feat. Justin Quiles),"Maluma, Lenny Tavárez",4RJz8NfIe09gpKMiRUWKhJ,0.691,0.739,5,-3.09,0,0.229,0.422,3.95e-06,0.11,0.884,83.897
844,Qué Te Pasó?,"Omar Montes, Mariah Angeliq",6HT0Nik8yq0Aiw814elnEu,0.665,0.724,10,-2.83,0,0.0708,0.111,0,0.075,0.893,161.958
845,Llegará,Myke Towers,52zHq60TmFob7fBVx3BQSo,0.818,0.744,1,-4.917,0,0.0327,0.541,0.000661,0.106,0.741,101.996
846,Räikkönen,"Natos y Waor, Pablo Gareta",50eA43Qqki1LhzdkQ5TvkK,0.859,0.854,0,-5.203,1,0.436,0.0262,0,0.123,0.477,172.06
847,Trap Pea,"El Alfa, Tyga",7d9ybTfliQ5iOJB0i364OS,0.969,0.889,4,-2.0,1,0.202,0.0083,0.00214,0.134,0.626,117.009
848,Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078
849,Bukowski,Ayax y Prok,34fKPzASNYaX70vBeg24Lv,0.571,0.76,4,-6.399,0,0.384,0.115,0,0.966,0.563,90.165
850,Mood (feat. iann dior),24kGoldn,4jPy3l0RUwlUI9T5XHBW2m,0.701,0.716,7,-3.671,0,0.0361,0.174,0,0.324,0.732,91.007
851,Santería,"Lola Indigo, Danna Paola, Denise Rosenthal",3VArTR8VPyOEiITj8SJMLv,0.74,0.892,11,-2.756,0,0.0664,0.025,0,0.188,0.826,105.003
852,"Elegí (feat. Farruko, Anuel AA, Sech, Dímelo Flow & Justin Quiles) - Remix","Rauw Alejandro, Dalex, Lenny Tavárez",3oCghu20Kto5Xcu8Pg0cit,0.788,0.629,0,-4.727,1,0.0883,0.16,0.000828,0.0598,0.738,172.044
853,Ice Cream (with Selena Gomez),BLACKPINK,4JUPEh2DVSXFGExu4Uxevz,0.79,0.701,9,-4.81,1,0.365,0.0317,8.06e-05,0.0311,0.91,159.972
854,VAMONOS,"Kidd Keo, Sick Luke",7b9kVs2a1ljoTqZp6TRezW,0.706,0.714,11,-6.451,1,0.0511,0.409,1.03e-06,0.368,0.622,156.053
855,Over Now (with The Weeknd),Calvin Harris,58AGoOGbwsQMhBbH0eFLRR,0.612,0.884,4,-4.113,0,0.0454,0.0759,0.00132,0.247,0.679,178.043
856,DEMONS (feat. Young M.A),Kidd Keo,4RHrf1byiqcRCGwI6fHvKu,0.79,0.446,8,-5.678,1,0.0575,0.401,0,0.261,0.288,89.982
857,Luna,"Gigolo Y La Exce, Myke Towers",5zT6JYm5IKgUVA7aAYsAhp,0.787,0.564,7,-9.145,1,0.0576,0.195,0.000266,0.106,0.258,89.99
858,Nuevo mundo (feat. Juancho Marqués),Fuel Fandango,4hklliK34BQpPNsoag1JmL,0.717,0.739,6,-7.417,1,0.0525,0.446,0.001,0.14,0.528,92.023
859,THE BADDEST,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",2V4Fx72svQRxrFvNT1eq5f,0.676,0.857,10,-4.368,0,0.0438,0.0215,0,0.254,0.717,149.981
860,Sube La Music,"De La Ghetto, Nicky Jam",2CIJusVSWZKH4XIXxipD0I,0.832,0.714,5,-3.538,0,0.0412,0.0375,0.0141,0.11,0.43,94.015
861,¿Dónde Está?,Maka,2UCaYmu8962YDnxRrGg8pF,0.638,0.703,11,-6.3,1,0.0629,0.274,0.000787,0.191,0.401,160.02
862,EBISU,Kidd Keo,4yOpexM22fQhURLXISCebx,0.627,0.705,10,-7.617,0,0.382,0.562,0,0.141,0.538,159.976
863,Jerusalema (feat. Nomcebo Zikode),Master KG,2MlOUXmcofMackX3bxfSwi,0.88,0.483,1,-7.012,1,0.0505,0.0185,8.68e-06,0.0607,0.827,124.009
864,Pegao / Me Miro y La Mire (TikTok Hit),Omega,4Pzk85DqWoLqptyA5IlhLk,0.945,0.521,10,-5.028,0,0.271,0.105,0.0557,0.0568,0.861,120.031
865,Mood Swings (feat. Lil Tjay),Pop Smoke,5rZlwNFl01HqLWBQGryKSm,0.48,0.602,10,-6.335,0,0.368,0.487,0,0.0848,0.269,179.798
866,Enemigos Ocultos,"Ozuna, Wisin, Myke Towers, Arcangel, Juanka, Cosculluela",4DAuAtmSJEYoCDR3xpeliX,0.71,0.845,10,-3.296,0,0.222,0.22,0,0.416,0.718,172.087
867,Modo Avión,"Cariño, Natalia Lacunza",5qZNL9BORsrXLEzysCGXEc,0.785,0.922,11,-3.99,1,0.0792,0.269,4.12e-06,0.105,0.91,154.988
868,Yo con Yo Mismo,Flavio,0X4xjtTR11bPUN5zeqHSgr,0.434,0.22,9,-9.514,1,0.0378,0.959,1.54e-05,0.101,0.253,103.294
869,Relación - Remix,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",35UUpTmrcFXNIVIN26ujXl,0.793,0.771,5,-3.417,1,0.0959,0.0337,1.51e-06,0.284,0.835,171.943
870,Despeinada,"Ozuna, Camilo",0JAZWvvqttGFm4UMDsPQXC,0.734,0.775,8,-3.855,1,0.0614,0.186,0.000542,0.123,0.72,166.039
871,Del Mar,"Ozuna, Doja Cat, Sia",5cpJFiNwYyWwFLH0V6B3N8,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976
872,No Se Da Cuenta,"Ozuna, Daddy Yankee",0wkr4KqObqC55h4U9wqwKn,0.811,0.753,1,-3.95,0,0.0403,0.138,0,0.253,0.519,91.98
873,Una Locura,"Ozuna, J Balvin, Chencho Corleone",5y7DaS3jAc9eZzcSOoUIwU,0.714,0.761,5,-4.596,0,0.0427,0.139,0.00035,0.241,0.906,168.022
874,High (Remix),"Maria Becerra, TINI, Lola Indigo",2HpbDdD3JLpAPMJFYCeC6o,0.668,0.351,9,-7.782,0,0.114,0.152,0,0.113,0.522,200.017
875,Portales,Dani Martín,0Wn489VvZ0b5MRm62LMmUM,0.447,0.519,9,-4.872,1,0.0314,0.175,0,0.0872,0.231,76.857
876,Papara,Morad,3VZz8Rji6zd6u7vDmFGnWj,0.687,0.923,7,-3.466,1,0.0424,0.0664,0.0285,0.0625,0.663,125.985
877,... y vuelo,Vanesa Martín,3tWPp141UtxXzggr9obKoS,0.476,0.789,4,-5.411,1,0.114,0.0735,0,0.0966,0.389,136.816
878,No La Mires,"Ozuna, Jhay Cortez",4CZtyjaSq1RilbT2b5oQrs,0.711,0.772,7,-5.08,1,0.109,0.219,1.1e-05,0.122,0.689,173.986
879,Mala,Ozuna,3sNJJNTeeIsvYTnT1Kc7kX,0.83,0.806,4,-3.357,0,0.0864,0.24,9.58e-05,0.16,0.689,94.007
880,Que Tú Esperas,"Ozuna, Zion & Lennox",1bkHetU9vnb9Ctwm5gXGOn,0.821,0.888,8,-3.432,1,0.0709,0.328,1.44e-06,0.189,0.765,92.037
881,ALELUYA - REMIX,"Rels B, Duki, Aleman",2xM9f6WuG5GF6GeTDtPuhs,0.814,0.694,7,-7.021,0,0.151,0.0932,0,0.145,0.706,152.024
882,"Seven Kayne: Bzrp Music Sessions, Vol. 33","Bizarrap, Seven Kayne",5PmK5pRspJq5ki30zgyv7G,0.723,0.719,1,-5.796,1,0.0432,0.0519,9.52e-05,0.0933,0.324,126.006
883,Esto No Acaba,"Ozuna, Nicky Jam",26NbqlL85qqnsZxJMT6IpZ,0.772,0.793,7,-3.934,0,0.038,0.0505,5.3e-05,0.641,0.651,104.986
884,Sincero,Ozuna,4UEd4q4IHbj12G58IPNZJz,0.859,0.807,3,-3.801,0,0.0465,0.0552,0.000644,0.146,0.695,94.021
885,2018: Odisea en el Espacio,Taburete,1nN6ix8q6AReMcqKctFElM,0.557,0.646,2,-4.886,0,0.0312,0.468,0,0.113,0.433,140.221
886,POPSTAR (feat. Drake),DJ Khaled,6EDO9iiTtwNv6waLwa1UUq,0.8,0.56,5,-4.818,0,0.261,0.057,0,0.134,0.45,163.071
887,El Farsante,Ozuna,5EId1m4DNwTf3at31w8bPJ,0.735,0.703,6,-4.249,1,0.0611,0.2,0,0.259,0.323,120.007
888,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,0PvFJmanyNQMseIFrU708S,0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971
889,Mala Vida,Nicki Nicole,3SzBLvShr2FKp1qSaqK6cm,0.521,0.675,2,-5.101,0,0.175,0.285,2.67e-06,0.299,0.38,190.091
890,Tu Foto Del DNI,"Marmi, Aitana",1eWWdO6oIBdJT8SCXaYCYV,0.488,0.922,10,-2.542,0,0.0978,0.0306,0,0.374,0.52,172.804
891,Don Don,"Daddy Yankee, Anuel AA, Kendo Kaponi",3kml9ZdpT7UYk1ugkjqOzt,0.838,0.819,5,-4.681,0,0.211,0.285,6.3e-05,0.224,0.656,105.027
892,No Puedo Amar,"Omar Montes, Rvfv",6P2P7bd9VMY37tUbxf0PlW,0.544,0.711,7,-3.867,1,0.226,0.29,0.0183,0.0696,0.541,94.977
893,Prendemos,"Haze, Jhay Cortez, Lunay",3YLbntjcsRoButdoVta3rq,0.741,0.732,1,-5.556,0,0.0532,0.0689,9.66e-06,0.149,0.807,89.997
894,Tu Foto del DNI,Marmi,1eWWdO6oIBdJT8SCXaYCYV,0.488,0.922,10,-2.542,0,0.0978,0.0306,0,0.374,0.52,172.804
895,Jalapeño - Remix,"Amenazzy, Wiz Khalifa, Myke Towers",4rqZTNS29bCGNCDWNlMMwt,0.704,0.641,2,-5.794,1,0.257,0.28,0,0.12,0.514,84.862
896,TOTO,"Nyno Vargas, Mala Rodríguez",1AjpWsiBBkUKuBwEhH7KqL,0.812,0.817,10,-3.311,0,0.0444,0.216,0,0.11,0.92,92.995
897,Fake Capo,Karetta el Gucci,5tgzIgnwTrACyxWggTBqmS,0.839,0.87,11,-5.709,0,0.115,0.297,0.225,0.152,0.905,136.991
898,KLPSO,Pablo López,4Zaxtxenwb7tO7jwfYguWL,0.279,0.172,9,-10.485,1,0.036,0.914,3.2e-05,0.156,0.165,87.43
899,Ataca - Remix,"Lenny Tavárez, Chimbala, Jay Wheeler, Juhn, Omar Montes",6djrkoJzbcRD041BQqJkBv,0.854,0.858,1,-2.748,1,0.0783,0.419,1.29e-05,0.0704,0.967,94.982
900,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148
901,Freestyle Session #13,"ZARAMAY, Natos y Waor",2yGN0LzE0AL7Ev9chjp9Nh,0.717,0.644,3,-5.013,1,0.043,0.298,0,0.103,0.319,80.006
902,Se Te Nota (with Guaynaa),Lele Pons,11EnQRgRMJwMAesfkB5pnu,0.905,0.686,0,-3.152,1,0.0664,0.0907,0,0.266,0.963,103.013
903,Head & Heart (feat. MNEK),Joel Corry,6cx06DFPPHchuUAcTxznu9,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953
904,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,7hxHWCCAIIxFLCzvDgnQHX,0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042
905,Enchule,Rauw Alejandro,3ThrfRAmijYU098H9q9tAs,0.763,0.666,7,-3.316,1,0.194,0.153,0,0.301,0.587,90.086
906,Me Gusta (with Cardi B & Myke Towers),Anitta,7e1VoRlNumuEkXlITMHKLE,0.91,0.604,6,-4.392,0,0.082,0.448,0,0.0863,0.807,110.075
907,Wow - Remix,"Bryant Myers, Nicky Jam, Arcangel, Darell, El Alfa",23eecknvvR5iFTcuS9Dkfd,0.656,0.697,10,-6.363,0,0.305,0.194,0,0.313,0.822,179.986
908,Victoria,"Lunay, Beéle",2BxzmBb2uqwnpyVuJqIIV9,0.672,0.683,11,-4.433,0,0.105,0.542,0,0.203,0.568,88.042
909,Holy (feat. Chance The Rapper),Justin Bieber,5u1n1kITHCxxp8twBcZxWy,0.673,0.704,6,-8.056,1,0.36,0.196,0,0.0898,0.372,86.919
910,Vértigo,Dani Fernández,0AMN9hGPmo99aPnpAEZ6Bx,0.641,0.683,4,-5.276,1,0.0304,0.395,0,0.0952,0.65,131.989
911,Sirenas,La Oreja de Van Gogh,4D0TLuDnw7m1EObQtPUIyz,0.598,0.733,1,-7.496,1,0.0571,0.0085,8.62e-06,0.0962,0.583,134.998
912,Intenta Olvidarme,Hugo Cobo,7w4vkE4RifpkaoxJT0NCde,0.71,0.67,0,-5.416,1,0.0754,0.0456,0,0.729,0.749,119.916
913,Llamé pa' verte,"Sasha, Omar Montes, Fabbio",2rMUW5qsdh8XLbaAx6DCas,0.906,0.742,11,-4.571,0,0.153,0.0774,1.92e-05,0.0858,0.83,94.929
914,Tussi,"Arcangel, Justin Quiles, Eladio Carrion, De La Ghetto",4vjVdfdBHnUiaFCcUa3gfn,0.833,0.886,1,-4.722,0,0.0607,0.256,0,0.082,0.698,94.018
915,Hey Shorty - Remix,"Los Legendarios, Chris Andrew, Ozuna",7CkEK2UfXFs2862cmVwoYl,0.801,0.801,7,-3.899,1,0.0511,0.245,7.65e-05,0.11,0.635,92.025
916,El Momento,Adexe & Nau,51KSPNTA0pvdIoChAdx244,0.507,0.519,6,-9.333,1,0.124,0.0868,0,0.102,0.68,178.09
917,Mariachi,Beny Jr,2DWLUeRQ0poXTXF31WVAs6,0.569,0.423,8,-8.362,1,0.187,0.83,0,0.0866,0.489,125.497
918,Si Estuviésemos Juntos,Bad Bunny,35wvL50xvKpCHEJPxLOLPI,0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854
919,Vida de Rico,Camilo,73nAK3HgQK8dak83Y2WQ8F,0.824,0.457,6,-5.428,1,0.0543,0.167,0,0.041,0.95,87.977
920,La Posada,"Sebastián Cortés, Alba Reche",29bl4Sr23RrFR0o8mSvPJ2,0.733,0.651,4,-7.285,0,0.0632,0.305,0,0.344,0.815,129.987
921,Mi Niña,"Wisin, Myke Towers, Los Legendarios",2bgcUk2A3jjKbCJ7KPquTi,0.823,0.821,8,-3.402,0,0.166,0.31,4.28e-06,0.143,0.791,99.999
922,Mi Regalo Mas Bonito,La Ross Maria,3JgGutjAwNXGAxcXaqVgWe,0.669,0.524,8,-7.925,0,0.345,0.711,0,0.223,0.672,91.36
923,Perfecta,"Luis Fonsi, Farruko",6QM3YNDJWPdfHVfbZ2kHvq,0.862,0.779,8,-2.857,1,0.0464,0.041,0,0.344,0.719,136.005
924,Si hubieras querido,Pablo Alborán,3SnQbMhX8Now5s5F2ul9oC,0.692,0.442,11,-11.466,0,0.483,0.804,0,0.328,0.406,147.912
925,Pa Ti,"Jennifer Lopez, Maluma",4agLM5EfiWR2AKMq7gFwcM,0.86,0.762,9,-2.343,0,0.0447,0.286,0.000148,0.0697,0.763,139.992
926,Normal que se lo crea (feat. Keen Levy),"Daviles de Novelda, Omar Montes, Rvfv",5SuAVjvO7r7n0v6ctuJ4L6,0.659,0.771,2,-5.583,1,0.116,0.0368,0,0.0642,0.679,196.033
927,Soy de Volar,"Dvicio, Lali",6cWKFEOVJvtQQ3B1tiT0tr,0.753,0.474,5,-7.074,1,0.0442,0.478,0,0.107,0.751,99.979
928,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,4jVBIpuOiMj1crqd8LoCrJ,0.835,0.699,8,-5.405,0,0.277,0.00671,0,0.195,0.547,154.981
929,Better,ZAYN,1dLXLETYiZohIZWnse4ypG,0.637,0.418,2,-7.137,1,0.301,0.353,0,0.131,0.0807,84.295
930,Pa Ti - Spanglish Version,"Jennifer Lopez, Maluma",2wUgG5Fr9PQcIbKRfVJ76C,0.856,0.767,9,-2.365,0,0.0415,0.244,0.000358,0.0648,0.787,140.031
931,Calvaland,"TheGrefg, Zarcort, Piter-G",52GPuV0HChHY6GrcBgDBHH,0.889,0.769,3,-3.995,0,0.132,0.217,0,0.106,0.868,139.897
932,What You Know Bout Love,Pop Smoke,1tkg4EHVoqnhR6iFEXb60y,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995
933,Messi,Marmi,0yjuFPEhyDKDWgFLTTrlrJ,0.477,0.832,6,-3.248,0,0.0509,0.0131,0,0.139,0.442,79.981
934,"KHEA: Bzrp Music Sessions, Vol. 34","Bizarrap, KHEA",7bidsoy3nzCDNYzAzrV7NN,0.633,0.646,7,-7.327,1,0.0264,0.498,0.000576,0.104,0.468,139.986
935,Corazón Sin Vida,"Aitana, Sebastian Yatra",1cQo3Eo009E3lOHUHQPxsN,0.48,0.572,2,-4.013,1,0.0412,0.169,0,0.0711,0.452,89.89
936,Nos Perdone,Morad,3A1lM6QkfhqTxlzX92Yujb,0.697,0.8,8,-4.528,0,0.254,0.204,0,0.0758,0.5,91.936
937,Amantes y Amigos,"Arcangel, Sech",1UHcnP31sAKOJFrEnyRNUz,0.695,0.712,5,-4.09,1,0.153,0.369,0,0.101,0.468,171.861
938,Wonder,Shawn Mendes,5KCbr5ndeby4y4ggthdiAb,0.333,0.637,1,-4.904,0,0.0581,0.131,1.8e-05,0.149,0.132,139.898
939,Lovesick Girls,BLACKPINK,4Ws314Ylb27BVsvlZOy30C,0.654,0.707,6,-5.661,1,0.0664,0.00559,0,0.0873,0.448,127.97
940,Bet You Wanna (feat. Cardi B),BLACKPINK,7iAgNZdotu40NwtoIWJHFe,0.653,0.662,7,-6.168,1,0.162,0.00465,0,0.0626,0.674,111.712
941,Pretty Savage,BLACKPINK,1XnpzbOGptRwfJhZgLbmSr,0.701,0.556,9,-7.42,0,0.0414,0.00886,0.000122,0.106,0.333,152.045
942,Convénceme,"India Martinez, Marc Anthony",12oFSoib1tf0r2rd1Fgsfe,0.59,0.552,0,-8.422,0,0.388,0.5,0,0.12,0.241,167.854
943,Da Media Vuelta,Cepeda,0q8i2o9rfUTPLzF1IkjgZ3,0.529,0.679,11,-4.797,1,0.0294,0.041,0,0.123,0.363,135.848
