links_Name_name,links_Mov1_Name,links_Mov2_Mov2,links_Mov3_Mov3,links_Mov4_Mov4,links_Nature_Nature,links_Held_Item_Held_Item,links_Ability_Ability
,,Sludge Bomb,,,,,
,,Shadow Ball,,,,,
,,Bug Bite,,,,,
,,Low Kick,,,,,
,,Low Kick,,,,,
,,Horn Leech,,,,,
,,Spore,,,,,
,,Shadow Sneak,,,,,
,,High Horsepower,,,,,
,,Ice Punch,,,,,
,,Volt Switch,,,,,
,,Knock Off,,,,,
,,Sludge Bomb,,,,,
,,Ice Beam,,,,,
,,Bug Bite,,,,,
,,Shadow Ball,,,,,
,,Earthquake,,,,,
,,Tailwind,,,,,
,,Protect,,,,,
,,Iron Head,,,,,
,,Sludge Bomb,,,,,
,,Sacred Sword,,,,,
,,Icy Wind,,,,,
,,Rock Slide,,,,,
,,Flare Blitz,,,,,
,,Muddy Water,,,,,
,,Shadow Ball,,,,,
,,Moonblast,,,,,
,,U-turn,,,,,
,,Sacred Sword,,,,,
,,Crunch,,,,,
,,Trick Room,,,,,
,,Overheat,,,,,
,,Double-Edge,,,,,
,,Sucker Punch,,,,,
,,Flamethrower,,,,,
,,Rock Slide,,,,,
,,Thunderbolt,,,,,
,,Muddy Water,,,,,
,,Psyshock,,,,,
,,Solar Beam,,,,,
,,Fake Out,,,,,
,,Rock Slide,,,,,
,,Crunch,,,,,
,,Spore,,,,,
,,,Knock Off,,,,
,,,Trick Room,,,,
,,,Volt Switch,,,,
,,,Hidden Power,,,,
,,,Recover,,,,
,,,Substitute,,,,
,,,Sucker Punch,,,,
,,,Rock Slide,,,,
,,,Rock Slide,,,,
,,,Rage Powder,,,,
,,,Trick Room,,,,
,,,Self-Destruct,,,,
,,,Stomping Tantrum,,,,
,,,Dazzling Gleam,,,,
,,,Low Kick,,,,
,,,Leech Seed,,,,
,,,Recover,,,,
,,,Wide Guard,,,,
,,,Hidden Power,,,,
,,,Rock Slide,,,,
,,,Protect,,,,
,,,Rage Powder,,,,
,,,Stomping Tantrum,,,,
,,,Protect,,,,
,,,Substitute,,,,
,,,Helping Hand,,,,
,,,Swords Dance,,,,
,,,Snarl,,,,
,,,Calm Mind,,,,
,,,Icy Wind,,,,
,,,Psychic,,,,
,,,Rock Slide,,,,
,,,Leaf Blade,,,,
,,,Low Kick,,,,
,,,Recover,,,,
,,,Tailwind,,,,
,,,Sucker Punch,,,,
,,,Knock Off,,,,
,,,Giga Drain,,,,
,,,Superpower,,,,
,,,Heat Wave,,,,
,,,Moonblast,,,,
,,,Protect,,,,
,,,Protect,,,,
,,,Taunt,,,,
,,,Protect,,,,
,,,Protect,,,,
,,,Energy Ball,,,,
,,,,U-turn,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Stone Edge,,,
,,,,Trick Room,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Superpower,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Fire Punch,,,
,,,,Bullet Punch,,,
,,,,Protect,,,
,,,,Fake Out,,,
,,,,Protect,,,
,,,,Trick Room,,,
,,,,Protect,,,
,,,,Moonblast,,,
,,,,Protect,,,
,,,,Solar Beam,,,
,,,,Spore,,,
,,,,Protect,,,
,,,,Hidden Power,,,
,,,,Detect,,,
,,,,Light Screen,,,
,,,,Protect,,,
,,,,Fake Out,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Superpower,,,
,,,,Smart Strike,,,
,,,,Protect,,,
,,,,Thunderbolt,,,
,,,,Protect,,,
,,,,Low Kick,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,U-turn,,,
,,,,Hidden Power,,,
,,,,Protect,,,
,,,,Hyper Voice,,,
,,,,Heat Wave,,,
,,,,Flare Blitz,,,
,,,,Earthquake,,,
,,,,Rock Slide,,,
,,,,Clear Smog,,,
,,,,,Adamant,,
,,,,,Modest,,
,,,,,Modest,,
,,,,,Modest,,
,,,,,Sassy,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Jolly,,
,,,,,Relaxed,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Timid,,
,,,,,Adamant,,
,,,,,Modest,,
,,,,,Sassy,,
,,,,,Brave,,
,,,,,Timid,,
,,,,,Adamant,,
,,,,,Modest,,
,,,,,Sassy,,
,,,,,Jolly,,
,,,,,Modest,,
,,,,,Adamant,,
,,,,,Calm,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Modest,,
,,,,,Modest,,
,,,,,Timid,,
,,,,,Adamant,,
,,,,,Jolly,,
,,,,,Adamant,,
,,,,,Sassy,,
,,,,,Modest,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Timid,,
,,,,,Jolly,,
,,,,,Timid,,
,,,,,Modest,,
,,,,,Modest,,
,,,,,Modest,,
,,,,,Adamant,,
,,,,,Adamant,,
,,,,,Jolly,,
,,,,,Sassy,,
,,,,,,Figy Berry,
,,,,,,Gardevoirite,
,,,,,,Electrium Z,
,,,,,,Choice Scarf,
,,,,,,Eviolite,
,,,,,,Waterium Z,
,,,,,,Life Orb,
,,,,,,Blazikenite,
,,,,,,Choice Scarf,
,,,,,,Wiki Berry,
,,,,,,Mimikium Z,
,,,,,,Choice Band,
,,,,,,Metagrossite,
,,,,,,Electrium Z,
,,,,,,Mago Berry,
,,,,,,Venusaurite,
,,,,,,Eviolite,
,,,,,,Waterium Z,
,,,,,,Choice Scarf,
,,,,,,Groundium Z,
,,,,,,Charizardite Y,
,,,,,,Occa Berry,
,,,,,,Metagrossite,
,,,,,,Adrenaline Orb,
,,,,,,Aguav Berry,
,,,,,,Sitrus Berry,
,,,,,,Groundium Z,
,,,,,,Figy Berry,
,,,,,,Mago Berry,
,,,,,,Gengarite,
,,,,,,Psychium Z,
,,,,,,Choice Scarf,
,,,,,,Assault Vest,
,,,,,,Life Orb,
,,,,,,Eviolite,
,,,,,,Charizardite Y,
,,,,,,Kangaskhanite,
,,,,,,Focus Sash,
,,,,,,Mago Berry,
,,,,,,Choice Scarf,
,,,,,,Electrium Z,
,,,,,,Waterium Z,
,,,,,,Gardevoirite,
,,,,,,Charizardite Y,
,,,,,,Mago Berry,
,,,,,,Groundium Z,
,,,,,,Weakness Policy,
,,,,,,Payapa Berry,
,,,,,,,Intimidate
,,,,,,,Trace
,,,,,,,Electric Surge
,,,,,,,Intimidate
,,,,,,,Download
,,,,,,,Water Bubble
,,,,,,,Defiant
,,,,,,,Blaze
,,,,,,,Grassy Surge
,,,,,,,Regenerator
,,,,,,,Disguise
,,,,,,,Thick Fat
,,,,,,,Clear Body
,,,,,,,Electric Surge
,,,,,,,Intimidate
,,,,,,,Chlorophyll
,,,,,,,Download
,,,,,,,Water Bubble
,,,,,,,Psychic Surge
,,,,,,,Intimidate
,,,,,,,Blaze
,,,,,,,Regenerator
,,,,,,,Clear Body
,,,,,,,Beast Boost
,,,,,,,Beast Boost
,,,,,,,Levitate
,,,,,,,Intimidate
,,,,,,,Intimidate
,,,,,,,Misty Surge
,,,,,,,Cursed Body
,,,,,,,Psychic Surge
,,,,,,,Intimidate
,,,,,,,Beast Boost
,,,,,,,Sand Stream
,,,,,,,Download
,,,,,,,Blaze
,,,,,,,Scrappy
,,,,,,,Defiant
,,,,,,,Flame Body
,,,,,,,Intimidate
,,,,,,,Pressure
,,,,,,,Misty Surge
,,,,,,,Trace
,,,,,,,Blaze
,,,,,,,Intimidate
,,,,,,,Intimidate
,,,,,,,Sand Stream
,,,,,,,Regenerator
Terrakion,,,,,,,
Whimsicott,,,,,,,
Gengar,,,,,,,
Tapu Bulu,,,,,,,
Kommo-o,,,,,,,
Snorlax,,,,,,,
Oranguru,,,,,,,
Snorlax,,,,,,,
Dusclops,,,,,,,
Mawile,,,,,,,
Pelipper,,,,,,,
Mimikyu,,,,,,,
Metagross,,,,,,,
Charizard,,,,,,,
Tapu Lele,,,,,,,
Landorus,,,,,,,
Cresselia,,,,,,,
Heatran,,,,,,,
Lopunny,,,,,,,
Torkoal,,,,,,,
Cresselia,,,,,,,
Xurkitree,,,,,,,
Snorlax,,,,,,,
Mimikyu,,,,,,,
Swampert,,,,,,,
Salamence,,,,,,,
Politoed,,,,,,,
Ludicolo,,,,,,,
Incineroar,,,,,,,
Tapu Koko,,,,,,,
Pelipper,,,,,,,
Mimikyu,,,,,,,
Metagross,,,,,,,
Tapu Lele,,,,,,,
Ludicolo,,,,,,,
Snorlax,,,,,,,
Kartana,,,,,,,
Manectric,,,,,,,
Snorlax,,,,,,,
Ninetales,,,,,,,
Milotic,,,,,,,
Tapu Lele,,,,,,,
Metagross,,,,,,,
Tapu Lele,,,,,,,
Zapdos,,,,,,,
Landorus,,,,,,,
Suicune,,,,,,,
Tyranitar,,,,,,,
,Rock Slide,,,,,,
,Tailwind,,,,,,
,Shadow Ball,,,,,,
,Rock Slide,,,,,,
,Clanging Scales,,,,,,
,Return,,,,,,
,Instruct,,,,,,
,Protect,,,,,,
,Trick Room,,,,,,
,Sucker Punch,,,,,,
,Surf,,,,,,
,Psych Up,,,,,,
,Iron Head,,,,,,
,Heat Wave,,,,,,
,Psychic,,,,,,
,Earthquake,,,,,,
,Icy Wind,,,,,,
,Heat Wave,,,,,,
,Fake Out,,,,,,
,Eruption,,,,,,
,Ice Beam,,,,,,
,Thunderbolt,,,,,,
,Belly Drum,,,,,,
,Trick Room,,,,,,
,Waterfall,,,,,,
,Return,,,,,,
,Scald,,,,,,
,Hydro Pump,,,,,,
,Knock Off,,,,,,
,Thunderbolt,,,,,,
,Scald,,,,,,
,Shadow Claw,,,,,,
,Zen Headbutt,,,,,,
,Psychic,,,,,,
,Hydro Pump,,,,,,
,Frustration,,,,,,
,Leaf Blade,,,,,,
,Hidden Power,,,,,,
,High Horsepower,,,,,,
,Blizzard,,,,,,
,Ice Beam,,,,,,
,Protect,,,,,,
,Iron Head,,,,,,
,Psychic,,,,,,
,Thunderbolt,,,,,,
,Rock Slide,,,,,,
,Roar,,,,,,
,Dark Pulse,,,,,,
,,Protect,,,,,
,,Fake Tears,,,,,
,,Sludge Bomb,,,,,
,,Wood Hammer,,,,,
,,Protect,,,,,
,,High Horsepower,,,,,
,,Psychic,,,,,
,,Return,,,,,
,,Gravity,,,,,
,,Play Rough,,,,,
,,Hydro Pump,,,,,
,,Trick Room,,,,,
,,Ice Punch,,,,,
,,Solar Beam,,,,,
,,Psyshock,,,,,
,,Knock Off,,,,,
,,Toxic,,,,,
,,Earth Power,,,,,
,,After You,,,,,
,,Heat Wave,,,,,
,,Helping Hand,,,,,
,,Tail Glow,,,,,
,,Return,,,,,
,,Taunt,,,,,
,,Ice Punch,,,,,
,,Dragon Dance,,,,,
,,Encore,,,,,
,,Energy Ball,,,,,
,,Flare Blitz,,,,,
,,Brave Bird,,,,,
,,Hurricane,,,,,
,,Play Rough,,,,,
,,Iron Head,,,,,
,,Moonblast,,,,,
,,Energy Ball,,,,,
,,Fire Punch,,,,,
,,Sacred Sword,,,,,
,,Protect,,,,,
,,Double-Edge,,,,,
,,Aurora Veil,,,,,
,,Protect,,,,,
,,Taunt,,,,,
,,Zen Headbutt,,,,,
,,Moonblast,,,,,
,,Hidden Power,,,,,
,,Earthquake,,,,,
,,Ice Beam,,,,,
,,Rock Slide,,,,,
,,,Close Combat,,,,
,,,Beat Up,,,,
,,,Disable,,,,
,,,Horn Leech,,,,
,,,Flamethrower,,,,
,,,Curse,,,,
,,,Ally Switch,,,,
,,,Earthquake,,,,
,,,Memento,,,,
,,,Iron Head,,,,
,,,Ice Beam,,,,
,,,Taunt,,,,
,,,Stomping Tantrum,,,,
,,,Tailwind,,,,
,,,Moonblast,,,,
,,,Rock Slide,,,,
,,,Helping Hand,,,,
,,,Substitute,,,,
,,,Return,,,,
,,,Earth Power,,,,
,,,Trick Room,,,,
,,,Hidden Power,,,,
,,,Crunch,,,,
,,,Shadow Claw,,,,
,,,Superpower,,,,
,,,Roost,,,,
,,,Helping Hand,,,,
,,,Fake Out,,,,
,,,Fake Out,,,,
,,,Volt Switch,,,,
,,,Tailwind,,,,
,,,Psych Up,,,,
,,,Stomping Tantrum,,,,
,,,Shadow Ball,,,,
,,,Ice Beam,,,,
,,,Belly Drum,,,,
,,,Protect,,,,
,,,Thunderbolt,,,,
,,,Fire Punch,,,,
,,,Moonblast,,,,
,,,Haze,,,,
,,,Psychic,,,,
,,,Stomping Tantrum,,,,
,,,Taunt,,,,
,,,Heat Wave,,,,
,,,Superpower,,,,
,,,Scald,,,,
,,,Low Kick,,,,
,,,,Stone Edge,,,
,,,,Encore,,,
,,,,Protect,,,
,,,,Superpower,,,
,,,,Poison Jab,,,
,,,,Recycle,,,
,,,,Trick Room,,,
,,,,Belly Drum,,,
,,,,Ally Switch,,,
,,,,Psych Up,,,
,,,,Hurricane,,,
,,,,Play Rough,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Nature's Madness,,,
,,,,Protect,,,
,,,,Ally Switch,,,
,,,,Protect,,,
,,,,Encore,,,
,,,,Protect,,,
,,,,Ally Switch,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Destiny Bond,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Roar,,,
,,,,Dazzling Gleam,,,
,,,,Protect,,,
,,,,Trick Room,,,
,,,,Rock Slide,,,
,,,,Dazzling Gleam,,,
,,,,Scald,,,
,,,,Protect,,,
,,,,Smart Strike,,,
,,,,Flamethrower,,,
,,,,Ice Punch,,,
,,,,Protect,,,
,,,,Scald,,,
,,,,Moonblast,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Tailwind,,,
,,,,Knock Off,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,,Jolly,,
,,,,,Timid,,
,,,,,Timid,,
,,,,,Jolly,,
,,,,,Modest,,
,,,,,Brave,,
,,,,,Relaxed,,
,,,,,Relaxed,,
,,,,,Relaxed,,
,,,,,Brave,,
,,,,,Quiet,,
,,,,,Brave,,
,,,,,Adamant,,
,,,,,Modest,,
,,,,,Timid,,
,,,,,Adamant,,
,,,,,Calm,,
,,,,,Modest,,
,,,,,Jolly,,
,,,,,Quiet,,
,,,,,Calm,,
,,,,,Timid,,
,,,,,Brave,,
,,,,,Jolly,,
,,,,,Adamant,,
,,,,,Jolly,,
,,,,,Calm,,
,,,,,Modest,,
,,,,,Adamant,,
,,,,,Naive,,
,,,,,Modest,,
,,,,,Brave,,
,,,,,Jolly,,
,,,,,Modest,,
,,,,,Modest,,
,,,,,Relaxed,,
,,,,,Jolly,,
,,,,,Timid,,
,,,,,Brave,,
,,,,,Timid,,
,,,,,Modest,,
,,,,,Modest,,
,,,,,Jolly,,
,,,,,Modest,,
,,,,,Calm,,
,,,,,Adamant,,
,,,,,Bold,,
,,,,,Naive,,
,,,,,,Rockium Z,
,,,,,,Focus Sash,
,,,,,,Gengarite,
,,,,,,Choice Scarf,
,,,,,,Kommonium Z,
,,,,,,Figy Berry,
,,,,,,Iapapa Berry,
,,,,,,Aguav Berry,
,,,,,,Eviolite,
,,,,,,Mawilite,
,,,,,,Choice Specs,
,,,,,,Mental Herb,
,,,,,,Metagrossite,
,,,,,,Charizardite Y,
,,,,,,Assault Vest,
,,,,,,Groundium Z,
,,,,,,Wiki Berry,
,,,,,,Shuca Berry,
,,,,,,Lopunnite,
,,,,,,Charcoal,
,,,,,,Mental Herb,
,,,,,,Adrenaline Orb,
,,,,,,Figy Berry,
,,,,,,Ghostium Z,
,,,,,,Swampertite,
,,,,,,Salamencite,
,,,,,,Sitrus Berry,
,,,,,,Waterium Z,
,,,,,,Mago Berry,
,,,,,,Life Orb,
,,,,,,Focus Sash,
,,,,,,Ghostium Z,
,,,,,,Metagrossite,
,,,,,,Choice Scarf,
,,,,,,Waterium Z,
,,,,,,Figy Berry,
,,,,,,Fightinium Z,
,,,,,,Manectite,
,,,,,,Choice Band,
,,,,,,Focus Sash,
,,,,,,Aguav Berry,
,,,,,,Psychium Z,
,,,,,,Metagrossite,
,,,,,,Life Orb,
,,,,,,Wiki Berry,
,,,,,,Assault Vest,
,,,,,,Iapapa Berry,
,,,,,,Darkinium Z,
,,,,,,,Justified
,,,,,,,Prankster
,,,,,,,Cursed Body
,,,,,,,Grassy Surge
,,,,,,,Soundproof
,,,,,,,Gluttony
,,,,,,,Telepathy
,,,,,,,Gluttony
,,,,,,,Frisk
,,,,,,,Intimidate
,,,,,,,Drizzle
,,,,,,,Disguise
,,,,,,,Clear Body
,,,,,,,Blaze
,,,,,,,Psychic Surge
,,,,,,,Intimidate
,,,,,,,Levitate
,,,,,,,Flash Fire
,,,,,,,Limber
,,,,,,,Drought
,,,,,,,Levitate
,,,,,,,Beast Boost
,,,,,,,Gluttony
,,,,,,,Disguise
,,,,,,,Damp
,,,,,,,Intimidate
,,,,,,,Drizzle
,,,,,,,Swift Swim
,,,,,,,Intimidate
,,,,,,,Electric Surge
,,,,,,,Drizzle
,,,,,,,Disguise
,,,,,,,Clear Body
,,,,,,,Psychic Surge
,,,,,,,Swift Swim
,,,,,,,Gluttony
,,,,,,,Beast Boost
,,,,,,,Lightning Rod
,,,,,,,Thick Fat
,,,,,,,Snow Warning
,,,,,,,Competitive
,,,,,,,Psychic Surge
,,,,,,,Clear Body
,,,,,,,Psychic Surge
,,,,,,,Pressure
,,,,,,,Intimidate
,,,,,,,Pressure
,,,,,,,Sand Stream
Lunala,,,,,,,
Groudon,,,,,,,
Incineroar,,,,,,,
Salamence,,,,,,,
Tapu Fini,,,,,,,
Stakataka,,,,,,,
Necrozma,,,,,,,
Tapu Lele,,,,,,,
Kangaskhan,,,,,,,
Salamence,,,,,,,
Groudon,,,,,,,
Umbreon,,,,,,,
Xerneas,,,,,,,
Incineroar,,,,,,,
Tornadus,,,,,,,
Kyogre,,,,,,,
Kartana,,,,,,,
Amoonguss,,,,,,,
Yveltal,,,,,,,
Groudon,,,,,,,
Tapu Koko,,,,,,,
Metagross,,,,,,,
Incineroar,,,,,,,
Mimikyu,,,,,,,
Yveltal,,,,,,,
Incineroar,,,,,,,
Amoonguss,,,,,,,
Tapu Koko,,,,,,,
Kyogre,,,,,,,
Metagross,,,,,,,
Tapu Koko,,,,,,,
Nihilego,,,,,,,
Kyogre,,,,,,,
Incineroar,,,,,,,
Rayquaza,,,,,,,
Kartana,,,,,,,
Tapu Koko,,,,,,,
Nihilego,,,,,,,
Kyogre,,,,,,,
Incineroar,,,,,,,
Rayquaza,,,,,,,
Kartana,,,,,,,
Xerneas,,,,,,,
Tornadus,,,,,,,
Kyogre,,,,,,,
Incineroar,,,,,,,
Kangaskhan,,,,,,,
Amoonguss,,,,,,,
,Moongeist Beam,,,,,,
,Precipice Blades,,,,,,
,Fake Out,,,,,,
,Double-Edge,,,,,,
,Moonblast,,,,,,
,Gyro Ball,,,,,,
,Protect,,,,,,
,Psychic,,,,,,
,Roar,,,,,,
,Protect,,,,,,
,Protect,,,,,,
,Foul Play,,,,,,
,Moonblast,,,,,,
,Flare Blitz,,,,,,
,Hurricane,,,,,,
,Water Spout,,,,,,
,Leaf Blade,,,,,,
,Grass Knot,,,,,,
,Snarl,,,,,,
,Eruption,,,,,,
,Electroweb,,,,,,
,Iron Head,,,,,,
,Knock Off,,,,,,
,Shadow Sneak,,,,,,
,Foul Play,,,,,,
,Knock Off,,,,,,
,Clear Smog,,,,,,
,Electroweb,,,,,,
,Scald,,,,,,
,Iron Head,,,,,,
,Protect,,,,,,
,Protect,,,,,,
,Protect,,,,,,
,Fake Out,,,,,,
,Protect,,,,,,
,Leaf Blade,,,,,,
,Protect,,,,,,
,Protect,,,,,,
,Protect,,,,,,
,Fake Out,,,,,,
,Protect,,,,,,
,Leaf Blade,,,,,,
,Moonblast,,,,,,
,Hurricane,,,,,,
,Water Spout,,,,,,
,U-turn,,,,,,
,Double-Edge,,,,,,
,Spore,,,,,,
,,Wide Guard,,,,,
,,Fire Punch,,,,,
,,Flare Blitz,,,,,
,,Hyper Voice,,,,,
,,Scald,,,,,
,,Stone Edge,,,,,
,,Earth Power,,,,,
,,Magic Room,,,,,
,,Bite,,,,,
,,Tailwind,,,,,
,,Dragon Claw,,,,,
,,Helping Hand,,,,,
,,Dazzling Gleam,,,,,
,,Fake Out,,,,,
,,Role Play,,,,,
,,Origin Pulse,,,,,
,,Smart Strike,,,,,
,,Clear Smog,,,,,
,,Sucker Punch,,,,,
,,Earth Power,,,,,
,,Volt Switch,,,,,
,,Stomping Tantrum,,,,,
,,Flare Blitz,,,,,
,,Play Rough,,,,,
,,Tailwind,,,,,
,,Flare Blitz,,,,,
,,Protect,,,,,
,,Nature's Madness,,,,,
,,Ice Beam,,,,,
,,Stomping Tantrum,,,,,
,,Light Screen,,,,,
,,Trick Room,,,,,
,,Water Spout,,,,,
,,U-turn,,,,,
,,Swords Dance,,,,,
,,Sacred Sword,,,,,
,,Light Screen,,,,,
,,Trick Room,,,,,
,,Water Spout,,,,,
,,U-turn,,,,,
,,Swords Dance,,,,,
,,Sacred Sword,,,,,
,,Dazzling Gleam,,,,,
,,Role Play,,,,,
,,Scald,,,,,
,,Flare Blitz,,,,,
,,Low Kick,,,,,
,,Clear Smog,,,,,
,,,Trick Room,,,,
,,,Dragon Claw,,,,
,,,Darkest Lariat,,,,
,,,Tailwind,,,,
,,,Nature's Madness,,,,
,,,Trick Room,,,,
,,,Trick Room,,,,
,,,Moonblast,,,,
,,,Return,,,,
,,,Double-Edge,,,,
,,,Fire Punch,,,,
,,,Moonlight,,,,
,,,Geomancy,,,,
,,,U-turn,,,,
,,,Taunt,,,,
,,,Ice Beam,,,,
,,,Knock Off,,,,
,,,Spore,,,,
,,,Foul Play,,,,
,,,Hidden Power,,,,
,,,Nature's Madness,,,,
,,,Bullet Punch,,,,
,,,Fake Out,,,,
,,,Trick Room,,,,
,,,Sucker Punch,,,,
,,,Fake Out,,,,
,,,Rage Powder,,,,
,,,Wild Charge,,,,
,,,Water Spout,,,,
,,,Bullet Punch,,,,
,,,Dazzling Gleam,,,,
,,,Sludge Bomb,,,,
,,,Scald,,,,
,,,Flare Blitz,,,,
,,,Dragon Ascent,,,,
,,,Smart Strike,,,,
,,,Dazzling Gleam,,,,
,,,Sludge Bomb,,,,
,,,Scald,,,,
,,,Flare Blitz,,,,
,,,Dragon Ascent,,,,
,,,Smart Strike,,,,
,,,Geomancy,,,,
,,,Tailwind,,,,
,,,Ice Beam,,,,
,,,Roar,,,,
,,,Fake Out,,,,
,,,Rage Powder,,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,U-turn,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Photon Geyser,,,
,,,,Dazzling Gleam,,,
,,,,Fake Out,,,
,,,,Hyper Voice,,,
,,,,Precipice Blades,,,
,,,,Snarl,,,
,,,,Protect,,,
,,,,Roar,,,
,,,,Tailwind,,,
,,,,Protect,,,
,,,,Sacred Sword,,,
,,,,Rage Powder,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,U-turn,,,
,,,,Taunt,,,
,,,,Protect,,,
,,,,U-turn,,,
,,,,Spore,,,
,,,,Sky Drop,,,
,,,,Protect,,,
,,,,Protect,,,
,,,,Volt Switch,,,
,,,,Hidden Power,,,
,,,,Ice Beam,,,
,,,,Snarl,,,
,,,,Extreme Speed,,,
,,,,Knock Off,,,
,,,,Volt Switch,,,
,,,,Hidden Power,,,
,,,,Ice Beam,,,
,,,,Snarl,,,
,,,,Extreme Speed,,,
,,,,Knock Off,,,
,,,,Protect,,,
,,,,Taunt,,,
,,,,Protect,,,
,,,,Fake Out,,,
,,,,Bite,,,
,,,,Protect,,,
,,,,,Modest,,
,,,,,Adamant,,
,,,,,Careful,,
,,,,,Hasty,,
,,,,,Modest,,
,,,,,Lonely,,
,,,,,Modest,,
,,,,,Modest,,
,,,,,Jolly,,
,,,,,Jolly,,
,,,,,Adamant,,
,,,,,Relaxed,,
,,,,,Timid,,
,,,,,Sassy,,
,,,,,Timid,,
,,,,,Modest,,
,,,,,Jolly,,
,,,,,Calm,,
,,,,,Timid,,
,,,,,Modest,,
,,,,,Timid,,
,,,,,Adamant,,
,,,,,Brave,,
,,,,,Adamant,,
,,,,,Jolly,,
,,,,,Careful,,
,,,,,Sassy,,
,,,,,Jolly,,
,,,,,Modest,,
,,,,,Jolly,,
,,,,,Timid,,
,,,,,Timid,,
,,,,,Modest,,
,,,,,Sassy,,
,,,,,Jolly,,
,,,,,Jolly,,
,,,,,Timid,,
,,,,,Timid,,
,,,,,Modest,,
,,,,,Sassy,,
,,,,,Jolly,,
,,,,,Jolly,,
,,,,,Timid,,
,,,,,Timid,,
,,,,,Timid,,
,,,,,Careful,,
,,,,,Jolly,,
,,,,,Calm,,
,,,,,,Colbur Berry,
,,,,,,Red Orb,
,,,,,,Assault Vest,
,,,,,,Salamencite,
,,,,,,Fairium Z,
,,,,,,Rockium Z,
,,,,,,Ultra Necrozium Z,
,,,,,,Choice Scarf,
,,,,,,Kangaskhanite,
,,,,,,Salamencite,
,,,,,,Red Orb,
,,,,,,Sitrus Berry,
,,,,,,Power Herb,
,,,,,,Figy Berry,
,,,,,,Flyinium Z,
,,,,,,Blue Orb,
,,,,,,Assault Vest,
,,,,,,Focus Sash,
,,,,,,Iapapa Berry,
,,,,,,Red Orb,
,,,,,,Tapunium Z,
,,,,,,Metagrossite,
,,,,,,Assault Vest,
,,,,,,Mimikium Z,
,,,,,,Darkinium Z,
,,,,,,Figy Berry,
,,,,,,Focus Sash,
,,,,,,Assault Vest,
,,,,,,Blue Orb,
,,,,,,Metagrossite,
,,,,,,Fairium Z,
,,,,,,Focus Sash,
,,,,,,Blue Orb,
,,,,,,Iapapa Berry,
,,,,,,Aguav Berry,
,,,,,,Assault Vest,
,,,,,,Fairium Z,
,,,,,,Focus Sash,
,,,,,,Blue Orb,
,,,,,,Iapapa Berry,
,,,,,,Aguav Berry,
,,,,,,Assault Vest,
,,,,,,Power Herb,
,,,,,,Flyinium Z,
,,,,,,Blue Orb,
,,,,,,Safety Goggles,
,,,,,,Kangaskhanite,
,,,,,,Focus Sash,
,,,,,,,Shadow Shield
,,,,,,,Drought
,,,,,,,Intimidate
,,,,,,,Intimidate
,,,,,,,Misty Surge
,,,,,,,Beast Boost
,,,,,,,Prism Armor
,,,,,,,Psychic Surge
,,,,,,,Scrappy
,,,,,,,Intimidate
,,,,,,,Drought
,,,,,,,Inner Focus
,,,,,,,Fairy Aura
,,,,,,,Intimidate
,,,,,,,Prankster
,,,,,,,Drizzle
,,,,,,,Beast Boost
,,,,,,,Regenerator
,,,,,,,Dark Aura
,,,,,,,Drought
,,,,,,,Electric Surge
,,,,,,,Clear Body
,,,,,,,Intimidate
,,,,,,,Disguise
,,,,,,,Dark Aura
,,,,,,,Intimidate
,,,,,,,Regenerator
,,,,,,,Electric Surge
,,,,,,,Drizzle
,,,,,,,Clear Body
,,,,,,,Electric Surge
,,,,,,,Beast Boost
,,,,,,,Drizzle
,,,,,,,Intimidate
,,,,,,,Air Lock
,,,,,,,Beast Boost
,,,,,,,Electric Surge
,,,,,,,Beast Boost
,,,,,,,Drizzle
,,,,,,,Intimidate
,,,,,,,Air Lock
,,,,,,,Beast Boost
,,,,,,,Fairy Aura
,,,,,,,Prankster
,,,,,,,Drizzle
,,,,,,,Intimidate
,,,,,,,Scrappy
,,,,,,,Regenerator
Xerneas,,,,,,,
Rayquaza,,,,,,,
Togedemaru,,,,,,,
Tapu Fini,,,,,,,
Incineroar,,,,,,,
Amoonguss,,,,,,,
Incineroar,,,,,,,
Groudon,,,,,,,
Yveltal,,,,,,,
Ferrothorn,,,,,,,
Tapu Fini,,,,,,,
